query,intent
asking about fertilizer dose of npk in mustard,1. Soil Data
asking about vermicompost procedure ,1. Soil Data
asking for soil test regarding her soil,1. Soil Data
"asking about earthworm species for vermicompost
",1. Soil Data
"asking about npk all dose in maize
",1. Soil Data
"asked about dosages of lime and cow dung 
",1. Soil Data
asking about soil health card,1. Soil Data
asking about the use of cow dung and poultry litter.,1. Soil Data
asking about the soil sample collection method for soil test,1. Soil Data
asking about the preparation of vermicompost,1. Soil Data
asking about soil testing,1. Soil Data
"asking for soil test at kvk 

",1. Soil Data
asking about soil testing.,1. Soil Data
asking about best soil type for growing cabbage,1. Soil Data
asking that what is vermicompost and what are its uses?,1. Soil Data
how to improve soil fertility of paddy field,1. Soil Data
asking about fertility management in rice seed bed.,1. Soil Data
agri qwerry abou vermicompost,1. Soil Data
asking for soil testing,1. Soil Data
soil test,1. Soil Data
asking for soil test for tea cultivation,1. Soil Data
asking for vermicompost preperation,1. Soil Data
asking about where to do soil test for tea cultivation,1. Soil Data
asking about soil testing,1. Soil Data
asking about soil health card.,1. Soil Data
asking about the soil testing,1. Soil Data
asking about soil testing,1. Soil Data
asking about the soil testing,1. Soil Data
asking about the amount of cowdung and vermicompost applied to chilli,1. Soil Data
asking about the soil testing centre in tinisukia,1. Soil Data
asking about the preparation of vermicompost,1. Soil Data
query regarding soil testing,1. Soil Data
asking the availability of vermicompost,1. Soil Data
query regarding soil test for arecanut,1. Soil Data
asking about the amount of  doses of npk in vegetables,1. Soil Data
asking about dose of npk in arecanut,1. Soil Data
asking about rate of application of vermicompost in bhindi cultivation for organic production,1. Soil Data
"asking about soil testing and regarding soil health card facility

",1. Soil Data
"query regarding soil health card
",1. Soil Data
asking about vermicompost,1. Soil Data
asking about regarding soil testing for tea plantation.,1. Soil Data
asking about soil test,1. Soil Data
asking for soil testing laboratory address in guwahati,1. Soil Data
asking for spraying npk in cauliflower,1. Soil Data
asking about the government scheme for vermicompost production.,1. Soil Data
asking about the soil health card,1. Soil Data
asking about the soil health card,1. Soil Data
asking about the soil health card,1. Soil Data
asking about dose of npk 18:18:18,1. Soil Data
"asking about dose of npk for foliar spray in french bean
",1. Soil Data
asking about dose of npk for foliar spray in french bean,1. Soil Data
query regarding how to use npk fertilizer in vegetables.,1. Soil Data
asking about soil testing,1. Soil Data
asking for soil testing,1. Soil Data
querry regarding soil testing,1. Soil Data
asking where to go for soil test,1. Soil Data
query regarding soil testing,1. Soil Data
asking the place to do soil testing,1. Soil Data
query regarding soil testing,1. Soil Data
asking regarding soil health card,1. Soil Data
asking about the benefits of soil health card,1. Soil Data
asking about soil health card,1. Soil Data
asking about soil health card,1. Soil Data
asked about the details on soil health card,1. Soil Data
asking about soil health card,1. Soil Data
asking about soil health card,1. Soil Data
asking about soil health card,1. Soil Data
query about fertility management in mustard.,1. Soil Data
 asking about soil testing ,1. Soil Data
query regarding vermicompost culture,1. Soil Data
asking about the process for soil testing,1. Soil Data
asking about soil testing recommended that contact with kvk at kajol gaon,1. Soil Data
asking about soil health card,1. Soil Data
"asking about application of vermicompost application.
",1. Soil Data
asking about the pit mixture for coconut,1. Soil Data
asking about the vermicompost.,1. Soil Data
asking about the dose of vermicompost.,1. Soil Data
query regarding soil testing.,1. Soil Data
asking about the vermicompost preparation method,1. Soil Data
"asking about soil type for dragon fruit cultivation.

",1. Soil Data
asking about kisan credit card.,10. Market & Economic
asking about the market price/quintal for  tomato in his district.,10. Market & Economic
telling that he has been asked for bribe by agricultural development officer and the vlew of his locality when he approached them for sanctioning of kisan credit card loan.,10. Market & Economic
asking about kisan credit card,10. Market & Economic
asked about kcc loan.,10. Market & Economic
asking about the kisan credit card.,10. Market & Economic
asking about agril loan,10. Market & Economic
asking about high loan interest collected,10. Market & Economic
asking about the kissan credit card .,10. Market & Economic
asking about loan for fisheries,10. Market & Economic
asking about the kcc loan.,10. Market & Economic
asking about agricultural loan.,10. Market & Economic
wanted to now about kissan credit card,10. Market & Economic
asking about the govt. scheme,10. Market & Economic
asking about kcc loan,10. Market & Economic
asking about kcc loan,10. Market & Economic
asking about kisan credit card facility,10. Market & Economic
kisan credit card,10. Market & Economic
asking about the govt. scheme,10. Market & Economic
quary related to kcc loan,10. Market & Economic
asking about kcc loan,10. Market & Economic
querry regarding kissan credit card,10. Market & Economic
asking about kcc loan,10. Market & Economic
quary related to fishery loan,10. Market & Economic
asking about kcc loan facility,10. Market & Economic
about kcc loan,10. Market & Economic
asked about different scheme of fisheries,10. Market & Economic
asking about for credit,10. Market & Economic
asked about kcc loan,10. Market & Economic
quary relaated to fishery scheme,10. Market & Economic
asking about kcc loan,10. Market & Economic
asking for subsidy scheme of hauler rice mill,10. Market & Economic
asking about pmegp loan,10. Market & Economic
asking about kisan credit card,10. Market & Economic
query regarding govt subsidy scheme,10. Market & Economic
asking about subsidy of tractors,10. Market & Economic
asking about some agricultural credit,10. Market & Economic
query related to kcc loan,10. Market & Economic
asking about kcc loan,10. Market & Economic
query regarding govts scheme on rice,10. Market & Economic
asking about the loan source available for farmer.,10. Market & Economic
query regarding kissan credit card loan,10. Market & Economic
asking for kcc loan,10. Market & Economic
asking about the kisan credit card facility,10. Market & Economic
asking about where to avail kisan credit card facility,10. Market & Economic
asking about kisan credit card.,10. Market & Economic
asking about the credit facility availabliblity,10. Market & Economic
asking about loan for broiller farm.,10. Market & Economic
asking about for credit,10. Market & Economic
query regarding rkvy scheme,10. Market & Economic
regarding availability of fishery loan,10. Market & Economic
. asking that what is kisan credit card and how he can avail the financial assistance from bank.,10. Market & Economic
asking about the agricultural loan,10. Market & Economic
pumpset in govts. subsidy scheme,10. Market & Economic
regarding availability of subcidized credit for procuring poweer tiller,10. Market & Economic
kcc loan,10. Market & Economic
asking about kissan credit card,10. Market & Economic
asking for govt scheme of agriculture,10. Market & Economic
asking for govt scheme of agriculture,10. Market & Economic
asking for govt scheme,10. Market & Economic
asking for govt scheme,10. Market & Economic
asing about the govt.scheme,10. Market & Economic
asking about different government scheme,10. Market & Economic
asking about the loan for dairy farm.,10. Market & Economic
asking about the kisan credit card,10. Market & Economic
asking for govt scheme,10. Market & Economic
asking about kcc loan,10. Market & Economic
asking about different government scheme,10. Market & Economic
